1991-05-12,7088
1991-05-15,1069
1991-05-18,0910
1991-05-19,3536
1991-05-22,2106
1991-05-23,7729
1991-05-26,1924
1991-05-29,2495
1991-05-30,1355
1991-06-02,2630
1991-06-05,2250
1991-06-06,3233
1991-06-09,6664
1991-06-10,1132
1991-06-13,3336
1991-06-16,8671
1991-06-17,3546
1991-06-20,8797
1991-06-23,3623
1991-06-24,8583
1991-06-27,6399
1991-06-28,1318
1991-07-01,2306
1991-07-04,8629
1991-07-05,1990
1991-07-08,4370
1991-07-11,4820
1991-07-12,1757
1991-07-15,7653
1991-07-16,4669
1991-07-19,1115
1991-07-22,7338
1991-07-23,1962
1991-07-26,1849
1991-07-29,7631
1991-07-30,5265
1991-08-02,9685
1991-08-03,1257
1991-08-06,4554
1991-08-09,5993
1991-08-10,5101
1991-08-13,8936
1991-08-16,0711
1991-08-17,5217
1991-08-20,1978
1991-08-21,3763
1991-08-24,9562
1991-08-27,5217
1991-08-28,5626
1991-08-31,0607
1991-09-03,2589
1991-09-04,3148
1991-09-07,1985
1991-09-08,3524
1991-09-11,4189
1991-09-14,0974
1991-09-15,1411
1991-09-18,0101
1991-09-21,2855
1991-09-22,5959
1991-09-25,4326
1991-09-26,8192
1991-09-29,5705
1991-10-02,4224
1991-10-03,0567
1991-10-06,0288
1991-10-09,7816
1991-10-10,8648
1991-10-13,0226
1991-10-14,8009
1991-10-17,9874
1991-10-20,5175
1991-10-21,9941
1991-10-24,8465
1991-10-27,0462
1991-10-28,5054
1991-10-31,5192
1991-11-01,7756
1991-11-04,5062
1991-11-07,7194
1991-11-08,7372
1991-11-11,2049
1991-11-14,1932
1991-11-15,8038
1991-11-18,0052
1991-11-19,8087
1991-11-22,5527
1991-11-25,2018
1991-11-26,0623
1991-11-29,6392
1991-12-02,2575
1991-12-03,9274
1991-12-06,5342
1991-12-07,6670
1991-12-10,8197
1991-12-13,4630
1991-12-14,9687
1991-12-17,3783
1991-12-20,2993
1991-12-21,8220
1991-12-24,5939
1991-12-25,5271
1991-12-28,4160
1991-12-31,7605
1992-01-01,4284
1992-01-04,3865
1992-01-07,0576
1992-01-08,7137
1992-01-11,8527
1992-01-12,9644
1992-01-15,8408
1992-01-18,9278
1992-01-19,8110
1992-01-22,9110
1992-01-25,8103
1992-01-26,8251
1992-01-29,7085
1992-01-30,0337
1992-02-02,1696
1992-02-05,6371
1992-02-06,4008
1992-02-09,9400
1992-02-12,8113
1992-02-13,0001
1992-02-16,0241
1992-02-17,7898
1992-02-20,2716
1992-02-23,6823
1992-02-24,0438
1992-02-27,6746
1992-03-01,8082
1992-03-02,1340
1992-03-05,5496
1992-03-06,7961
1992-03-09,5071
1992-03-12,4062
1992-03-13,0447
1992-03-16,3251
1992-03-19,7863
1992-03-20,2358
1992-03-23,1204
1992-03-24,0239
1992-03-27,6078
1992-03-30,6830
1992-03-31,4009
1992-04-03,0645
1992-04-06,4089
1992-04-07,4607
1992-04-10,3887
1992-04-11,9647
1992-04-14,6710
1992-04-17,2111
1992-04-18,4893
1992-04-21,2921
1992-04-24,2618
1992-04-25,5839
1992-04-28,8950
1992-04-29,4713
1992-05-02,8519
1992-05-05,0717
1992-05-06,5125
1992-05-09,4477
1992-05-12,2731
1992-05-13,2759
1992-05-16,4419
1992-05-17,3982
1992-05-20,2722
1992-05-23,0717
1992-05-24,8130
1992-05-27,2214
1992-05-30,7483
1992-05-31,1064
1992-06-03,8251
1992-06-04,2071
1992-06-07,7879
1992-06-10,4823
1992-06-11,4026
1992-06-14,6143
1992-06-17,1251
1992-06-18,7306
1992-06-21,4250
1992-06-22,6267
1992-06-25,7231
1992-06-28,2831
1992-06-29,4364
1992-07-02,4515
1992-07-05,7674
1992-07-06,1573
1992-07-09,1435
1992-07-10,8913
1992-07-13,6719
1992-07-16,8507
1992-07-17,2698
1992-07-20,2094
1992-07-23,6815
1992-07-24,7042
1992-07-27,8804
1992-07-28,5732
1992-07-31,8045
1992-08-03,2756
1992-08-04,6153
1992-08-07,9321
1992-08-10,5370
1992-08-11,4048
1992-08-14,5685
1992-08-15,1374
1992-08-18,1305
1992-08-21,2701
1992-08-22,2748
1992-08-25,7724
1992-08-28,6687
1992-08-29,8634
1992-09-01,0639
1992-09-02,5074
1992-09-05,1472
